timestamp,experiment_id,mode,img_size,batch_size,learning_rate,epochs,early_stop_patience,val_max_batches,num_workers,pin_memory,epsilon_v,epsilon_f,hinge_cap,lambda_l2,gamma_tv,lambda_col,vanish_lambda_l2,vanish_gamma_tv,vanish_lambda_col,epoch,run_v,run_f,v_best_loss,v_patience_counter,v_stopped,f_best_loss,f_patience_counter,f_stopped,lv,lf,v_missed,v_new,v_cls_chg,f_missed,f_new,f_cls_chg,psnr_v,psnr_f,linf_v,linf_f,,,prefetch_factor,persistent_workers,psnr_o,ssim_v,ssim_f,lpips_v,lpips_f,speed_o,speed_v,speed_f
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,1,1,0,0.337638661,0,0,,,,0.337638661,0,15.66666667,3.25,3.166666667,0,0,0,44.09363951,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,2,1,0,0.318887415,0,0,,,,0.318887415,0,16.83333333,2.833333333,4.083333333,0,0,0,43.79921362,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,3,1,0,0.300834247,0,0,,,,0.300834247,0,17.66666667,3.25,3.916666667,0,0,0,43.57047734,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,4,1,0,0.285140917,0,0,,,,0.285140917,0,18.41666667,3.25,4.25,0,0,0,43.59497622,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,5,1,0,0.279311718,0,0,,,,0.279311718,0,18.91666667,3.666666667,3.333333333,0,0,0,43.55809998,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,6,1,0,0.257889045,0,0,,,,0.257889045,0,20.58333333,4.166666667,4,0,0,0,43.50001618,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,7,1,0,0.245705239,0,0,,,,0.245705239,0,21.08333333,2.333333333,4.25,0,0,0,43.61535755,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,8,1,0,0.217307129,0,0,,,,0.217307129,0,22,2.833333333,3.666666667,0,0,0,43.49454558,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,9,1,0,0.201735,0,0,,,,0.201735,0,22.25,2.083333333,4.416666667,0,0,0,43.49423077,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,10,1,0,0.201735,1,0,,,,0.215440877,0,21.66666667,3,4.166666667,0,0,0,43.47323022,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,11,1,0,0.201735,2,0,,,,0.201996706,0,23.33333333,2.916666667,3.583333333,0,0,0,43.4391175,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,12,1,0,0.195089838,0,0,,,,0.195089838,0,23.16666667,2.083333333,3.166666667,0,0,0,43.39788889,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,13,1,0,0.186184355,0,0,,,,0.186184355,0,22.75,2.916666667,4.083333333,0,0,0,43.49421547,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,14,1,0,0.182691297,0,0,,,,0.182691297,0,23.33333333,2.583333333,3.666666667,0,0,0,43.38990477,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,15,1,0,0.182691297,1,0,,,,0.185451618,0,24,2.25,3.5,0,0,0,43.46254795,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,16,1,0,0.171681034,0,0,,,,0.171681034,0,24.58333333,2.25,3.166666667,0,0,0,43.44462599,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,17,1,0,0.168324941,0,0,,,,0.168324941,0,24.66666667,3,3.416666667,0,0,0,43.454783,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,18,1,0,0.168324941,1,0,,,,0.182308999,0,24,2.583333333,3.583333333,0,0,0,43.36631536,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,19,1,0,0.168324941,2,0,,,,0.174159511,0,24.75,2.333333333,3.583333333,0,0,0,43.43825189,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T20:18:54,V1,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,0,0,0,20,1,0,0.168324941,3,0,,,,0.172767465,0,25.41666667,2.333333333,3.666666667,0,0,0,43.46010821,0,0.0471000001,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,1,1,0,0.387880374,0,0,,,,0.387880374,0,13.66666667,3.25,2,0,0,0,45.54866724,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,2,1,0,0.36038065,0,0,,,,0.36038065,0,14.75,3.666666667,2.916666667,0,0,0,45.32764858,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,3,1,0,0.352712676,0,0,,,,0.352712676,0,14.83333333,4.25,3.916666667,0,0,0,45.22420939,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,4,1,0,0.345096618,0,0,,,,0.345096618,0,16.16666667,3.833333333,3.25,0,0,0,45.18243096,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,5,1,0,0.335201646,0,0,,,,0.335201646,0,16.08333333,3.75,4,0,0,0,45.13311107,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,6,1,0,0.326246001,0,0,,,,0.326246001,0,16.5,3.916666667,3.333333333,0,0,0,45.13468909,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,7,1,0,0.317188654,0,0,,,,0.317188654,0,17.41666667,3.75,3.916666667,0,0,0,45.09168564,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,8,1,0,0.297139511,0,0,,,,0.297139511,0,17.66666667,3.5,4.083333333,0,0,0,45.02549415,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,9,1,0,0.29600422,0,0,,,,0.29600422,0,17.83333333,3,3.833333333,0,0,0,45.04177846,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,10,1,0,0.29600422,1,0,,,,0.297340972,0,18.58333333,3.75,3.833333333,0,0,0,44.956746,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,11,1,0,0.270199948,0,0,,,,0.270199948,0,18.83333333,2.916666667,4,0,0,0,44.98135947,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,12,1,0,0.262963868,0,0,,,,0.262963868,0,18.66666667,3.083333333,3.916666667,0,0,0,44.99971229,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,13,1,0,0.262963868,1,0,,,,0.266039868,0,19.5,3,3.916666667,0,0,0,45.00331376,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,14,1,0,0.262963868,2,0,,,,0.265426443,0,18.91666667,2.916666667,4.166666667,0,0,0,44.93598998,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,15,1,0,0.256357061,0,0,,,,0.256357061,0,20.08333333,3.333333333,4.416666667,0,0,0,44.97599155,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,16,1,0,0.244129916,0,0,,,,0.244129916,0,20.16666667,3.25,4.75,0,0,0,44.91136924,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,17,1,0,0.244129916,1,0,,,,0.24857442,0,20.16666667,3.666666667,4.75,0,0,0,44.9262388,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,18,1,0,0.244129916,2,0,,,,0.252380019,0,19.58333333,3.75,4.916666667,0,0,0,44.91631247,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,19,1,0,0.236757084,0,0,,,,0.236757084,0,21.33333333,3.416666667,4.25,0,0,0,44.92054069,0,0.0392000005,0,,,,,,,,,,,,
2026-04-08T22:50:54,V2,Vanish only,640,2,0.0001,20,4,12,0,1,0.0392,0.0156862745,0.5,15,1.5,3,0,0,0,20,1,0,0.236757084,1,0,,,,0.261657213,0,20.08333333,3.75,3.833333333,0,0,0,44.95104413,0,0.0392000005,0,,,,,,,,,,,,
2026-04-09T01:00:51,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,1,1,0,0.342926045,0,0,,,,0.342926045,0,16.16666667,4.166666667,3,0,0,0,44.12677282,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,1,1,0,0.3141312,0,0,,,,0.3141312,0,14.91666667,3.75,2.916666667,0,0,0,43.9190884,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,2,1,0,0.296659261,0,0,,,,0.296659261,0,17.66666667,3.583333333,3.666666667,0,0,0,43.83646042,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,3,1,0,0.291114752,0,0,,,,0.291114752,0,17.25,3.5,4.166666667,0,0,0,43.69281954,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,4,1,0,0.274493357,0,0,,,,0.274493357,0,18.33333333,3.166666667,3.916666667,0,0,0,43.5182666,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,5,1,0,0.247646115,0,0,,,,0.247646115,0,19.33333333,2.75,4.25,0,0,0,43.53589806,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,6,1,0,0.236202085,0,0,,,,0.236202085,0,19.66666667,2.666666667,3.25,0,0,0,43.55950915,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,7,1,0,0.219974731,0,0,,,,0.219974731,0,20.66666667,2.25,3.666666667,0,0,0,43.56644115,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,8,1,0,0.206080643,0,0,,,,0.206080643,0,21.41666667,2.333333333,3.75,0,0,0,43.46762583,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,9,1,0,0.201899385,0,0,,,,0.201899385,0,22.25,2.833333333,2.75,0,0,0,43.54412971,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,10,1,0,0.19341393,0,0,,,,0.19341393,0,22.83333333,2.25,3.333333333,0,0,0,43.52316128,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,11,1,0,0.19341393,1,0,,,,0.200452452,0,22.33333333,2.583333333,3.916666667,0,0,0,43.42370978,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,12,1,0,0.182371895,0,0,,,,0.182371895,0,23.66666667,2.333333333,3.5,0,0,0,43.49464986,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,13,1,0,0.182371895,1,0,,,,0.182808278,0,23.58333333,2,3.333333333,0,0,0,43.49338252,0,0.0471000001,0,,,,,,,,,,,,
2026-04-09T19:54:54,V3,Vanish only,640,2,0.0001,20,4,12,0,1,0.0471,0.0156862745,0.5,15,1.5,3,3,0,0,14,1,0,0.177227879,0,0,,,,0.177227879,0,23.83333333,1.666666667,2.916666667,0,0,0,43.45636682,0,0.0471000001,0,,,,,,,,,,,,
