variant,frames,orig_det_per_frame,adv_det_per_frame,missed_per_frame,new_per_frame,changed_per_frame,psnr,linf,sec_per_frame
original,319,26.70846394984326,26.70846394984326,0.0,0.0,0.0,inf,0.0,0.0107077347920465
fabricate,319,26.70846394984326,300.0,4.884012539184953,278.1755485893417,2.871473354231975,36.78423033011684,0.0156863033771514,0.0188749338588516
vanish,319,26.70846394984326,5.940438871473354,22.015673981191224,1.247648902821317,4.197492163009405,38.3548158072372,0.0627451241016388,0.0189647382438375
janusnet,319,26.70846394984326,160.6771159874608,22.344827586206897,156.31347962382446,2.41692789968652,36.45472257812496,0.0627451241016388,0.0448439053294824
