variant,map50,precision,recall,f1,lpips,ssim,psnr,avg_sec_per_image,dataset,source_csv
janusnet,0.4204393772087444,0.9267398189653516,0.3161625708884688,0.4714778024411462,0.1462483937914172,0.9931979866414744,35.892605465612284,0.0441529276669219,VHRV,outputs\image_eval\vhrv\val_4mode_metrics.csv
janusnet,0.1127413115762802,0.1960643566498147,0.0793178303108198,0.1129441198962999,0.1124507636307691,0.991372817298122,34.999256261702925,0.0409153104012719,VisDrone,outputs\image_eval\visdrone\val_4mode_metrics.csv
